,Sno,Headline,Covid,Sentiment,Covid_punct,clean_covid,clean_covid_v2,clean_covid_v3,clean_covid_v4,clean_covid_v5,clean_covid_v6,covid_token,covid_token_filtered,covid_stemmed,covid_lemmatized
2874,2874,Postpone all journeys: Railways after 12 passengers test +ve for coronavirus,1,0,Postpone all journeys Railways after  passengers test ve for coronavirus,Postpone all journeys Railways after  passengers test ve for coronavirus,Postpone all journeys Railways after  passengers test ve for coronavirus,Postpone all journeys Railways after  passengers test ve for coronavirus,postpone all journeys railways after  passengers test ve for coronavirus,postpone all journeys railways after  passengers test ve for coronavirus,postpone all journeys railways after  passengers test ve for coronavirus,"['postpone', 'all', 'journeys', 'railways', 'after', 'passengers', 'test', 've', 'for', 'coronavirus']","['postpone', 'journeys', 'railways', 'passengers', 'test', 'coronavirus']",postpon journey railway passeng test coronaviru,postpone journey railway passenger test coronavirus
2875,2875,"47 more cases of coronavirus confirmed in India today, total reaches 283",1,0, more cases of coronavirus confirmed in India today total reaches , more cases of coronavirus confirmed in India today total reaches , more cases of coronavirus confirmed in India today total reaches , more cases of coronavirus confirmed in India today total reaches , more cases of coronavirus confirmed in india today total reaches , more cases of coronavirus confirmed in india today total reaches , more cases of coronavirus confirmed in india today total reaches ,"['more', 'cases', 'of', 'coronavirus', 'confirmed', 'in', 'india', 'today', 'total', 'reaches']","['cases', 'coronavirus', 'confirmed', 'india', 'today', 'total', 'reaches']",case coronaviru confirm india today total reach,case coronavirus confirmed india today total reach
2876,2876,"Bihar shuts down bus services, restaurants till March 31 over coronavirus",1,0,Bihar shuts down bus services restaurants till March  over coronavirus,Bihar shuts down bus services restaurants till March  over coronavirus,Bihar shuts down bus services restaurants till March  over coronavirus,Bihar shuts down bus services restaurants till March  over coronavirus,bihar shuts down bus services restaurants till march  over coronavirus,bihar shuts down bus services restaurants till march  over coronavirus,bihar shuts down bus services restaurants till march  over coronavirus,"['bihar', 'shuts', 'down', 'bus', 'services', 'restaurants', 'till', 'march', 'over', 'coronavirus']","['bihar', 'shuts', 'bus', 'services', 'restaurants', 'till', 'march', 'coronavirus']",bihar shut bu servic restaur till march coronaviru,bihar shuts bus service restaurant till march coronavirus
2877,2877,"72L to get 7.5kg ration for free in Delhi; pension of elderly, widows doubled",0,1,L to get kg ration for free in Delhi pension of elderly widows doubled,L to get kg ration for free in Delhi pension of elderly widows doubled,L to get kg ration for free in Delhi pension of elderly widows doubled,L to get kg ration for free in Delhi pension of elderly widows doubled,l to get kg ration for free in delhi pension of elderly widows doubled,l to get kg ration for free in delhi pension of elderly widows doubled,l to get kg ration for free in delhi pension of elderly widows doubled,"['l', 'to', 'get', 'kg', 'ration', 'for', 'free', 'in', 'delhi', 'pension', 'of', 'elderly', 'widows', 'doubled']","['l', 'get', 'kg', 'ration', 'free', 'delhi', 'pension', 'elderly', 'widows', 'doubled']",l get kg ration free delhi pension elderli widow doubl,l get kg ration free delhi pension elderly widow doubled
2878,2878,"Delhi Metro to be regulated on March 23, no service from 10 am-4 pm",1,0,Delhi Metro to be regulated on March  no service from  am pm,Delhi Metro to be regulated on March  no service from  am pm,Delhi Metro to be regulated on March  no service from  am pm,Delhi Metro to be regulated on March  no service from  am pm,delhi metro to be regulated on march  no service from  am pm,delhi metro to be regulated on march  no service from  am pm,delhi metro to be regulated on march  no service from  am pm,"['delhi', 'metro', 'to', 'be', 'regulated', 'on', 'march', 'no', 'service', 'from', 'am', 'pm']","['delhi', 'metro', 'regulated', 'march', 'service', 'pm']",delhi metro regul march servic pm,delhi metro regulated march service pm
2879,2879,Coronavirus cases in India rise to 271,1,0,Coronavirus cases in India rise to ,Coronavirus cases in India rise to ,Coronavirus cases in India rise to ,Coronavirus cases in India rise to ,coronavirus cases in india rise to ,coronavirus cases in india rise to ,coronavirus cases in india rise to ,"['coronavirus', 'cases', 'in', 'india', 'rise', 'to']","['coronavirus', 'cases', 'india', 'rise']",coronaviru case india rise,coronavirus case india rise
2880,2880,We will lockdown Delhi if necessary for safety of citizens: Kejriwal,1,0,We will lockdown Delhi if necessary for safety of citizens Kejriwal,We will lockdown Delhi if necessary for safety of citizens Kejriwal,We will lockdown Delhi if necessary for safety of citizens Kejriwal,We will lockdown Delhi if necessary for safety of citizens Kejriwal,we will lockdown delhi if necessary for safety of citizens kejriwal,we will lockdown delhi if necessary for safety of citizens kejriwal,we will lockdown delhi if necessary for safety of citizens kejriwal,"['we', 'will', 'lockdown', 'delhi', 'if', 'necessary', 'for', 'safety', 'of', 'citizens', 'kejriwal']","['lockdown', 'delhi', 'necessary', 'safety', 'citizens', 'kejriwal']",lockdown delhi necessari safeti citizen kejriw,lockdown delhi necessary safety citizen kejriwal
2881,2881,"22 rebel Congress MLAs, whose resignation led to fall of MP govt, join BJP",1,0, rebel Congress MLAs whose resignation led to fall of MP govt join BJP, rebel Congress MLAs whose resignation led to fall of MP govt join BJP, rebel Congress MLAs whose resignation led to fall of MP govt join BJP, rebel Congress MLAs whose resignation led to fall of MP govt join BJP, rebel congress mlas whose resignation led to fall of mp govt join bjp, rebel congress mlas whose resignation led to fall of mp govt join bjp, rebel congress mlas whose resignation led to fall of mp govt join bjp,"['rebel', 'congress', 'mlas', 'whose', 'resignation', 'led', 'to', 'fall', 'of', 'mp', 'govt', 'join', 'bjp']","['rebel', 'congress', 'mlas', 'whose', 'resignation', 'led', 'fall', 'mp', 'govt', 'join', 'bjp']",rebel congress mla whose resign led fall mp govt join bjp,rebel congress mlas whose resignation led fall mp govt join bjp
2882,2882,"Vasundhara Raje, who attended party with Kanika, tests negative for coronavirus",1,0,Vasundhara Raje who attended party with Kanika tests negative for coronavirus,Vasundhara Raje who attended party with Kanika tests negative for coronavirus,Vasundhara Raje who attended party with Kanika tests negative for coronavirus,Vasundhara Raje who attended party with Kanika tests negative for coronavirus,vasundhara raje who attended party with kanika tests negative for coronavirus,vasundhara raje who attended party with kanika tests negative for coronavirus,vasundhara raje who attended party with kanika tests negative for coronavirus,"['vasundhara', 'raje', 'who', 'attended', 'party', 'with', 'kanika', 'tests', 'negative', 'for', 'coronavirus']","['vasundhara', 'raje', 'attended', 'party', 'kanika', 'tests', 'negative', 'coronavirus']",vasundhara raje attend parti kanika test neg coronaviru,vasundhara raje attended party kanika test negative coronavirus
2883,2883,100% refund for passengers till Apr 15 amid coronavirus: Railways,1,1, refund for passengers till Apr  amid coronavirus Railways, refund for passengers till Apr  amid coronavirus Railways, refund for passengers till Apr  amid coronavirus Railways, refund for passengers till Apr  amid coronavirus Railways, refund for passengers till apr  amid coronavirus railways, refund for passengers till apr  amid coronavirus railways, refund for passengers till apr  amid coronavirus railways,"['refund', 'for', 'passengers', 'till', 'apr', 'amid', 'coronavirus', 'railways']","['refund', 'passengers', 'till', 'apr', 'amid', 'coronavirus', 'railways']",refund passeng till apr amid coronaviru railway,refund passenger till apr amid coronavirus railway
2884,2884,"Unnecessary travels will not help you or others, important to be home: PM Modi",1,1,Unnecessary travels will not help you or others important to be home PM Modi,Unnecessary travels will not help you or others important to be home PM Modi,Unnecessary travels will not help you or others important to be home PM Modi,Unnecessary travels will not help you or others important to be home PM Modi,unnecessary travels will not help you or others important to be home pm modi,unnecessary travels will not help you or others important to be home pm modi,unnecessary travels will not help you or others important to be home pm modi,"['unnecessary', 'travels', 'will', 'not', 'help', 'you', 'or', 'others', 'important', 'to', 'be', 'home', 'pm', 'modi']","['unnecessary', 'travels', 'help', 'others', 'important', 'home', 'pm', 'modi']",unnecessari travel help other import home pm modi,unnecessary travel help others important home pm modi
2885,2885,"US-return Telangana MLA says he'll self-isolate, then takes train, attends events",1,0,USreturn Telangana MLA says hell selfisolate then takes train attends events,USreturn Telangana MLA says hell selfisolate then takes train attends events,USreturn Telangana MLA says hell selfisolate then takes train attends events,USreturn Telangana MLA says hell selfisolate then takes train attends events,usreturn telangana mla says hell selfisolate then takes train attends events,usreturn telangana mla says hell selfisolate then takes train attends events,usreturn telangana mla says hell selfisolate then takes train attends events,"['usreturn', 'telangana', 'mla', 'says', 'hell', 'selfisolate', 'then', 'takes', 'train', 'attends', 'events']","['usreturn', 'telangana', 'mla', 'says', 'hell', 'selfisolate', 'takes', 'train', 'attends', 'events']",usreturn telangana mla say hell selfisol take train attend event,usreturn telangana mla say hell selfisolate take train attends event
2886,2886,"Case filed against couple for hiding trip to Thailand, both placed in quarantine",1,0,Case filed against couple for hiding trip to Thailand both placed in quarantine,Case filed against couple for hiding trip to Thailand both placed in quarantine,Case filed against couple for hiding trip to Thailand both placed in quarantine,Case filed against couple for hiding trip to Thailand both placed in quarantine,case filed against couple for hiding trip to thailand both placed in quarantine,case filed against couple for hiding trip to thailand both placed in quarantine,case filed against couple for hiding trip to thailand both placed in quarantine,"['case', 'filed', 'against', 'couple', 'for', 'hiding', 'trip', 'to', 'thailand', 'both', 'placed', 'in', 'quarantine']","['case', 'filed', 'couple', 'hiding', 'trip', 'thailand', 'placed', 'quarantine']",case file coupl hide trip thailand place quarantin,case filed couple hiding trip thailand placed quarantine
